"NAME,C,254","TYPE,C,254","LENGTH___F,N,19,6","WIDTH___FE,N,19,6","HEIGHT___F,N,19,6","FLOOR_SPAC,N,11,0","YEAR_BUILT,N,11,0","ROOF,C,254","ROOF_REPLA,N,11,0","ACCESSIBLE,C,254","AMENITIES,C,100","COMMENTS,C,254","MAX_PDOP,N,19,6","MAX_HDOP,N,19,6","CORR_TYPE,C,254","RCVR_TYPE,C,254","GPS_DATE,C,254","GPS_TIME,C,254","UPDATE_STA,C,254","FEAT_NAME,C,254","DATAFILE,C,254","UNFILT_POS,N,11,0","FILT_POS,N,11,0","DATA_DICTI,C,254","GPS_WEEK,N,11,0","GPS_SECOND,N,19,6","GPS_HEIGHT,N,19,6","VERT_PREC,N,19,6","HORZ_PREC,N,19,6","STD_DEV,N,19,6","LATITUDE,C,254","LONGITUDE,C,254","SOURCE,C,100","FMSS_ID,N,16,0","STATUS,C,100","X_COORD,N,19,5","Y_COORD,N,19,5","Join_Id,C,50","TRAIL_CLUB,C,100","Town,C,50","County,C,50","State,C,25","Elev_feet,N,10,3","Publish,C,4","Version,C,20"
South Bourn Pond,Unknown,0.000000,0.000000,0.000000,0,0,Unknown,0,Unknown,Unknown,,0.000000,0.000000,Non-GPS,None - Digitized,none,none,,,none,0,0,,0,0.000000,0.000000,0.000000,0.000000,0.000000,43.10342,-73.00564,AT maps,0,Other Shelter,-73.00564,43.10342,SH155,OTHER,"SUNDERLAND, TOWN OF",BENNINGTON,Vermont,2582.397,No,01/12/2015
The Place Hostel,Unknown,0.000000,0.000000,0.000000,0,0,Unknown,0,Unknown,Unknown,,0.000000,0.000000,Non-GPS,None - Digitized,none,none,,,none,0,0,,0,0.000000,0.000000,0.000000,0.000000,0.000000,36.63382,-81.78745,AT maps,0,Hostel,-81.78745,36.63382,SH156,Mount Rogers Appalachian Trail Club,DAMASCUS,WASHINGTON,Virginia,1929.884,No,01/12/2015
Laurel Gap,Unknown,0.000000,0.000000,0.000000,0,0,Unknown,0,Unknown,Unknown,,0.000000,0.000000,Non-GPS,None - Digitized,none,none,,,none,0,0,,0,0.000000,0.000000,0.000000,0.000000,0.000000,35.66582,-83.18660,AT maps,0,Other Shelter,-83.18660,35.66582,SH157,OTHER,,HAYWOOD,North Carolina,5451.673,No,01/12/2015
Kephart,Unknown,0.000000,0.000000,0.000000,0,0,Unknown,0,Unknown,Unknown,,0.000000,0.000000,Non-GPS,None - Digitized,none,none,,,none,0,0,,0,0.000000,0.000000,0.000000,0.000000,0.000000,35.61441,-83.36812,AT maps,0,Other Shelter,-83.36812,35.61441,SH158,OTHER,,SWAIN,North Carolina,3789.815,No,01/12/2015
Mount Le Conte,Unknown,0.000000,0.000000,0.000000,0,0,Unknown,0,Unknown,Unknown,,0.000000,0.000000,Non-GPS,None - Digitized,none,none,,,none,0,0,,0,0.000000,0.000000,0.000000,0.000000,0.000000,35.65272,-83.43379,AT maps,0,Other Shelter,-83.43379,35.65272,SH159,OTHER,,SEVIER,Tennessee,6131.751,No,01/12/2015
Black Gap,Unknown,0.000000,0.000000,0.000000,0,0,Unknown,0,Unknown,Unknown,,0.000000,0.000000,Non-GPS,None - Digitized,none,none,,,none,0,0,,0,0.000000,0.000000,0.000000,0.000000,0.000000,34.61756,-84.19879,AT maps,95459,Other Shelter,-84.19879,34.61756,SH160,Georgia Appalachian Trail Club,,GILMER,Georgia,3175.853,No,01/12/2015
Jim & Molly Denton,Stick_w/T1_siding,20.000000,10.000000,11.000000,204,1988,Cedar_shingle,0,No,Water Source and Toilet,,4.300000,1.800000,Differential,Unknown,03/23/06,01:58:44pm,New,Shelter,R032312A_edited.cor,65,65,ATversion11d,1367,413937.000000,402.292000,1.000000,0.700000,1.985363,38.89003,-78.08335,2006 Trail Assessment; adjusted based on aerial imagery,95371,Official A.T. Shelter,-78.08335,38.89003,SH161,Potomac Appalachian Trail Club,,WARREN,Virginia,1287.108,Yes,01/12/2015
Windsor Furnace,Log,16.000000,9.500000,9.500000,112,0,Asphalt_shingle,0,No,Water Source and Toilet,,3.000000,1.800000,Differential,Unknown,04/11/06,09:18:01am,New,Shelter,R041109A_edited.cor,33,33,ATversion11d,1370,224294.000000,271.023000,0.500000,0.500000,0.434060,40.59054,-75.94160,2006 Trail Assessment,95225,Official A.T. Shelter,-75.94160,40.59054,SH162,Blue Mountain Eagle Climbing Club,WINDSOR TWP,BERKS,Pennsylvania,878.220,Yes,01/12/2015
Tom Floyd Wayside,Other,13.000000,9.000000,10.000000,96,0,Other,0,No,Water Source and Toilet,Type : telephone pole piers/uprights with board & batten siding,11.800000,6.000000,Differential,Unknown,05/03/06,10:28:16am,New,Shelter,R050309A_edited.cor,60,60,ATversion11d,1373,314909.000000,596.476000,2.000000,0.900000,1.394258,38.85042,-78.16395,2006 Trail Assessment,95372,Official A.T. Shelter,-78.16395,38.85042,SH163,Potomac Appalachian Trail Club,,WARREN,Virginia,1936.036,Yes,01/12/2015
Eckville,Other,16.000000,16.000000,10.000000,135,0,Asphalt_shingle,0,No,Water Source and Toilet,,5.200000,3.000000,Uncorrected,Unknown,05/06/06,04:17:39pm,New,Shelter,R050612A_edited.cor,30,29,ATversion11d,1373,595073.000000,192.281000,0.900000,0.800000,1.146826,40.63374,-75.95826,2006 Trail Assessment,95361,Official A.T. Shelter,-75.95826,40.63374,SH164,Blue Mountain Eagle Climbing Club,ALBANY TWP,BERKS,Pennsylvania,607.100,Yes,01/12/2015
Rausch Gap,Log,24.000000,18.000000,13.800000,104,2012,Asphalt_shingle,0,No,Water Source and Toilet,"New shelter built in 2012 on existing foundation. No tenting allowed in 2006, not sure nowadays.",7.600000,4.100000,Differential,Unknown,07/15/06,03:31:23pm,New,Shelter,R071516A_edited.cor,33,33,ATversion11d,1383,592296.000000,326.933000,1.500000,1.000000,1.736620,40.49864,-76.60047,2006 Trail Assessment; 2013 Trail Assessment,95220,Official A.T. Shelter,-76.60047,40.49864,SH165,Susquehanna Appalachian Trail Club,COLD SPRING TWP,LEBANON,Pennsylvania,1120.102,Yes,01/12/2015
Leroy A. Smith,Log,14.000000,10.000000,7.500000,117,1972,5V_steel,0,Unknown,Water Source and Toilet,,6.300000,3.100000,Differential,Unknown,07/19/06,11:48:57am,New,Shelter,R071908A_edited.cor,31,31,ATversion11d,1384,319751.000000,433.708000,0.600000,0.500000,2.487813,40.83939,-75.35978,2006 Trail Assessment; adjusted based on aerial imagery,95216,Official A.T. Shelter,-75.35978,40.83939,SH166,AMC - Delaware Valley Chapter,ROSS TWP,MONROE,Pennsylvania,1420.701,Yes,01/12/2015
Kirkridge,Other,20.000000,20.000000,10.000000,240,2006,Asphalt_shingle,0,Unknown,Unknown,"stick w/ concrete & stone walls, water faucet is secure when frost is possible",3.800000,2.100000,Differential,Unknown,08/17/06,01:58:46pm,New,Shelter,R081709A_edited2.cor,33,33,ATversion11d,1388,413939.000000,458.574000,0.700000,0.400000,0.222488,40.93672,-75.18680,2006 Trail Assessment; adjusted based on aerial imagery,95201,Official A.T. Shelter,-75.18680,40.93672,SH167,Wilmington Trail Club,UPPER MT BETHEL TWP,NORTHAMPTON,Pennsylvania,1499.514,Yes,01/12/2015
Darlington,Stick_w/T1_siding,20.000000,9.500000,13.000000,200,2006,Asphalt_shingle,2006,Unknown,Unknown,,10.400000,5.800000,Differential,Unknown,08/24/06,11:45:36am,New,Shelter,R082412A_edited.cor,34,34,ATversion11d,1389,405950.000000,387.632000,0.900000,0.700000,1.114855,40.30198,-77.08723,2006 Trail Assessment,95366,Official A.T. Shelter,-77.08723,40.30198,SH168,Mountain Club of Maryland,RYE TWP,PERRY,Pennsylvania,1235.219,Yes,01/12/2015
Big Branch,Other,8.000000,16.000000,8.000000,128,0,Asphalt_shingle,0,Unknown,Water Source and Toilet,,5.200000,3.400000,Differential,GPS Pathfinder Pocket,06/27/06,03:54:12pm,New,Shelter,R062715A_edited.cor,29,29,ATversion11d,1381,248065.000000,467.809000,7.600000,4.700000,5.117467,43.36415,-72.94688,2006 Trail Assessment,95339,Official A.T. Shelter,-72.94688,43.36415,SH169,Green Mountain Club,"MT TABOR, TOWN OF",RUTLAND,Vermont,1494.382,Yes,01/12/2015
Zealand Falls Hut,Other,0.000000,0.000000,0.000000,0,0,Cedar_shingle,0,Unknown,Water Source and Toilet,AMC Hut,5.200000,3.000000,Differential,Unknown,08/08/06,02:06:51pm,New,Shelter,R080814A_edited.cor,82,82,ATversion11d,1387,241624.000000,809.643000,1.400000,1.000000,0.530776,44.19586,-71.49485,2006 Trail Assessment,0,Hut,-71.49485,44.19586,SH170,Appalachian Mountain Club,"BETHLEHEM, TOWN OF",GRAFTON,New Hampshire,2619.656,Yes,01/12/2015
Churchhill Scott,Post_&_Beam,15.000000,12.000000,12.000000,0,0,5V_steel,0,Unknown,Water Source and Toilet,,4.800000,2.700000,Differential,GPS Pathfinder Pocket,08/21/06,02:07:54pm,New,Shelter,R082113A_edited.cor,31,31,ATversion11d,1389,155288.000000,798.496000,4.800000,4.400000,6.409080,43.64491,-72.85389,2006 Trail Assessment,95330,Official A.T. Shelter,-72.85389,43.64491,SH171,Green Mountain Club,"KILLINGTON, TOWN OF",RUTLAND,Vermont,2577.761,Yes,01/12/2015
Cooper Lodge,Stone/Log,20.000000,25.000000,16.000000,0,0,Corregated_steel,0,Yes,Water Source and Toilet,Trashed by 2013 winter use,6.200000,3.500000,Differential,GPS Pathfinder Pocket,08/21/06,04:48:37pm,New,Shelter,R082116A_edited.cor,30,30,ATversion11d,1389,164930.000000,1197.473000,9.600000,5.400000,3.458244,43.60609,-72.82298,2006 Trail Assessment; 2013 Trail Assessment,95332,Official A.T. Shelter,-72.82298,43.60609,SH172,Green Mountain Club,"KILLINGTON, TOWN OF",RUTLAND,Vermont,3888.478,Yes,01/12/2015
Horns Pond Lean-to (west),Log/Lumber,20.000000,10.000000,8.000000,0,0,5V_steel,0,Unknown,Unknown,,4.400000,1.600000,Differential,GPS Pathfinder Pocket,08/30/06,05:46:04pm,New,Shelter,R083016A_edited.cor,34,34,ATversion11d,1390,341177.000000,963.478000,7.800000,2.700000,1.265022,45.14393,-70.33022,2006 Trail Assessment; adjusted based on 2013 data,95293,Official A.T. Shelter,-70.33022,45.14393,SH173,Maine Appalachian Trail Club,"WYMAN, TOWN OF",FRANKLIN,Maine,3162.730,Yes,01/12/2015
Horns Pond Lean-to (east),Log/Lumber,20.000000,10.000000,8.000000,0,0,5V_steel,0,Unknown,Unknown,,4.600000,1.600000,Differential,GPS Pathfinder Pocket,08/30/06,05:47:19pm,New,Shelter,R083016A_edited.cor,42,42,ATversion11d,1390,341253.000000,965.930000,7.100000,2.700000,0.354289,45.14393,-70.33025,2006 Trail Assessment; adjusted based on 2013 data,95292,Official A.T. Shelter,-70.33025,45.14393,SH174,Maine Appalachian Trail Club,"WYMAN, TOWN OF",FRANKLIN,Maine,3162.730,Yes,01/12/2015
Carl A. Newhall Lean-to,Log,16.000000,12.000000,10.000000,72,0,Other,0,Unknown,Unknown,,6.600000,3.700000,Differential,GPS Pathfinder Pocket,09/07/06,08:24:45am,New,Shelter,R090708A_edited.cor,37,37,ATversion11d,1391,393898.000000,601.090000,6.900000,4.800000,10.517545,45.53111,-69.31576,2006 Trail Assessment; adjusted based on 2013 data,95265,Official A.T. Shelter,-69.31576,45.53111,SH175,Maine Appalachian Trail Club,,PISCATAQUIS,Maine,1939.385,Yes,01/12/2015
Logan Brook Lean-to,Log,12.000000,10.000000,8.000000,100,0,Corregated_steel,0,Unknown,Unknown,,6.300000,3.800000,Uncorrected,GPS Pathfinder Pocket,09/07/06,03:41:10pm,New,Shelter,R090714A_edited.cor,35,35,ATversion11d,1391,420083.000000,768.530000,0.000000,0.000000,8.539600,45.56095,-69.23575,2006 Trail Assessment,95256,Official A.T. Shelter,-69.23575,45.56095,SH176,Maine Appalachian Trail Club,,PISCATAQUIS,Maine,2402.385,Yes,01/12/2015
Greenwall,Other,18.000000,8.000000,8.000000,144,0,Asphalt_shingle,0,Unknown,Water Source and Toilet,,4.400000,1.600000,Differential,GPS Pathfinder Pocket,09/16/06,02:03:01pm,New,Shelter,R091613A_edited.cor,38,38,ATversion11d,1392,586994.000000,633.289000,9.000000,3.700000,3.839651,43.44061,-72.92996,2006 Trail Assessment,95336,Official A.T. Shelter,-72.92996,43.44061,SH177,Green Mountain Club,"WALLINGFORD, TOWN OF",RUTLAND,Vermont,2041.218,Yes,01/12/2015
Lula Tye,Other,16.000000,8.000000,8.000000,128,0,Asphalt_shingle,0,Unknown,Water Source and Toilet,stick w/ siding,11.000000,3.500000,Uncorrected,GPS Pathfinder Pocket,09/20/06,09:12:05am,New,Shelter,R092009_edited.cor,42,41,ATversion11d,1393,310339.000000,588.924000,19.500000,7.900000,6.243926,43.39546,-72.95514,2006 Trail Assessment,95338,Official A.T. Shelter,-72.95514,43.39546,SH178,Green Mountain Club,"MT TABOR, TOWN OF",RUTLAND,Vermont,1945.034,Yes,01/12/2015
Little Rock Pond (old shelter),Other,16.000000,8.000000,8.000000,128,0,Asphalt_shingle,0,Unknown,Water Source and Toilet,Old Shelter - removed now?,5.700000,4.300000,Uncorrected,GPS Pathfinder Pocket,09/20/06,10:24:33am,New,Shelter,R092009_edited.cor,44,43,ATversion11d,1393,314687.000000,567.013000,5.300000,4.300000,5.911444,43.40411,-72.95363,2006 Trail Assessment,0,"Old shelter, now removed??",-72.95363,43.40411,SH179,Green Mountain Club,"WALLINGFORD, TOWN OF",RUTLAND,Vermont,1852.064,No,01/12/2015
Mark Noepel Lean-to,Timber_Frame,12.000000,16.000000,16.000000,112,0,Corregated_steel,0,Unknown,Water Source and Toilet,,4.900000,3.100000,Uncorrected,GPS Pathfinder Pocket,09/21/06,08:52:10am,New,Shelter,R092109A_edited.cor,42,41,ATversion11d,1393,395543.000000,821.669000,5.500000,3.100000,2.536685,42.60864,-73.18462,2006 Trail Assessment,95348,Official A.T. Shelter,-73.18462,42.60864,SH180,AMC - Berkshire Chapter,"NEW ASHFORD, TOWN OF",BERKSHIRE,Massachusetts,2675.136,Yes,01/12/2015
Wilbur Clearing Lean-to,Stick_w/T1_siding,12.000000,16.000000,8.000000,128,0,Corregated_steel,0,Unknown,Water Source and Toilet,,5.600000,4.100000,Uncorrected,GPS Pathfinder Pocket,09/21/06,03:26:15pm,New,Shelter,R092115A_edited.cor,53,53,ATversion11d,1393,419188.000000,679.604000,0.000000,0.000000,6.161050,42.66778,-73.17062,2006 Trail Assessment,95347,Official A.T. Shelter,-73.17062,42.66778,SH181,AMC - Berkshire Chapter,"WILLIAMSTOWN, TOWN OF",BERKSHIRE,Massachusetts,2182.279,Yes,01/12/2015
Watauga Lake,Stick_w/ply_siding,11.250000,7.250000,9.250000,82,1980,Corregated_steel,1996,No,Water Source,,6.600000,2.000000,Differential,Unknown,03/22/06,12:01:21pm,New,Shelter,R032209A_edited.cor,34,34,ATversion11d,1367,316895.000000,652.825000,0.900000,0.500000,6.929329,36.31390,-82.12955,2006 Trail Assessment,95422,Official A.T. Shelter,-82.12955,36.31390,SH182,Tennessee Eastman Hiking and Canoeing Club,,CARTER,Tennessee,2078.149,Yes,01/12/2015
Laurel Fork,Stone,13.500000,9.500000,9.500000,128,1977,Corregated_steel,0,No,Water Source,,6.100000,2.700000,Differential,Unknown,03/22/06,06:35:54pm,New,Shelter,R032212A_edited.cor,30,30,ATversion11d,1367,340568.000000,699.014000,1.300000,0.600000,0.915452,36.27867,-82.13639,2006 Trail Assessment,95423,Official A.T. Shelter,-82.13639,36.27867,SH183,Tennessee Eastman Hiking and Canoeing Club,,CARTER,Tennessee,2230.105,Yes,01/12/2015
Bald Mountain,Stick_w/ply_siding,15.500000,10.000000,9.500000,252,1985,Corregated_steel,0,No,Water Source and Toilet,,6.100000,1.700000,Uncorrected,Unknown,05/22/06,02:40:08pm,New,Shelter,R052209A_edited.cor,34,34,ATversion11d,1376,153622.000000,1539.277000,12.500000,6.000000,1.175029,36.00007,-82.47823,2006 Trail Assessment,95432,Official A.T. Shelter,-82.47823,36.00007,SH184,Carolina Mountain Club,,UNICOI,Tennessee,5085.978,Yes,01/12/2015
Siler Bald,Stick_w/T1_siding,13.000000,9.000000,7.500000,124,1959,Standing_seam,1997,Yes,Unknown,,4.900000,2.500000,Differential,Unknown,06/23/06,11:52:29am,New,Shelter,R062310A_edited.cor,44,44,ATversion11d,1380,489162.000000,1413.841000,1.100000,0.600000,3.775951,35.14411,-83.57258,2006 Trail Assessment,95445,Official A.T. Shelter,-83.57258,35.14411,SH185,Nantahala Hiking Club,,MACON,North Carolina,4603.241,Yes,01/12/2015
Blood Mountain,Stone,25.000000,25.000000,30.000000,80,1934,Cedar_shingle,2010,No,Unknown,Roof replaced in 2010,7.800000,3.100000,Differential,Unknown,07/07/06,11:13:39am,New,Shelter,R070709A_edited.cor,30,30,ATversion11d,1382,486832.000000,1362.439000,1.500000,0.600000,2.451749,34.73991,-83.93752,2006 Trail Assessment,95454,Official A.T. Shelter,-83.93752,34.73991,SH186,Georgia Appalachian Trail Club,,UNION,Georgia,4436.949,Yes,01/12/2015
Woods Hole,Log/Lumber,15.000000,20.000000,20.000000,50,1998,Corregated_steel,0,No,Unknown,Memorial to Roy and Tilly Wood donated by the Bodens,6.100000,3.400000,Differential,Unknown,07/07/06,12:44:27pm,New,Shelter,R070709A_edited.cor,15,15,ATversion11d,1382,492280.000000,1121.245000,0.900000,0.500000,4.440313,34.73712,-83.95505,2006 Trail Assessment,95194,Official A.T. Shelter,-83.95505,34.73712,SH187,Georgia Appalachian Trail Club,,UNION,Georgia,3608.640,Yes,01/12/2015
Bailey Gap,Post_&_Beam,16.000000,8.000000,12.000000,120,0,Asphalt_shingle,0,No,Water Source and Toilet,,3.200000,1.600000,Differential,GPS Pathfinder Pocket,08/24/06,01:06:07pm,New,Shelter,R082412A_edited.cor,33,33,ATversion11d,1389,407180.000000,1083.322000,7.300000,4.600000,12.689181,37.40089,-80.57723,2006 Trail Assessment,95400,Official A.T. Shelter,-80.57723,37.40089,SH188,Roanoke Appalachian Trail Club,,GILES,Virginia,3522.273,Yes,01/12/2015
Bobblet's Gap,Stick_w/ply_siding,0.000000,0.000000,0.000000,0,70,Asphalt_shingle,2006,No,Water Source and Toilet,,4.700000,3.400000,Differential,GPS Pathfinder Pocket,08/25/06,10:17:59am,New,Shelter,R082510A_edited.cor,38,38,ATversion11d,1389,483493.000000,594.053000,6.500000,5.500000,30.802111,37.46705,-79.70144,2006 Trail Assessment,95392,Official A.T. Shelter,-79.70144,37.46705,SH189,Natural Bridge Appalachian Trail Club,,BOTETOURT,Virginia,0.000,Yes,01/12/2015
Pickle Branch,Log w/siding,15.000000,10.000000,12.000000,150,70,Asphalt_shingle,0,No,Water Source and Toilet,,9.500000,3.100000,Differential,GPS Pathfinder Pocket,08/29/06,11:08:42am,New,Shelter,R082910A_edited.cor,31,31,ATversion11d,1390,227335.000000,574.299000,6.200000,4.200000,29.438711,37.38009,-80.18482,2006 Trail Assessment; adjusted based on aerial imagery,95395,Official A.T. Shelter,-80.18482,37.38009,SH190,Roanoke Appalachian Trail Club,,CRAIG,Virginia,1859.420,Yes,01/12/2015
Mountaineer Falls,Unknown,14.000000,20.000000,0.000000,0,2007,Corregated_metal,0,Unknown,Unknown,Three sleeping platforms with sleeping capacity of 17,0.000000,0.000000,Uncorrected,Garmin,unknown,unknown,,,,0,0,,0,0.000000,0.000000,0.000000,0.000000,0.000000,36.22030,-81.98530,Garmin Data collected by Volunteer,110945,Official A.T. Shelter,-81.98530,36.22030,SH191,Tennessee Eastman Hiking and Canoeing Club,,CARTER,Tennessee,3175.711,Yes,01/12/2015
Roaring Fork,Log,0.000000,0.000000,0.000000,0,0,Corregated_metal,0,Yes,Water and Toliet,Based on consumer grade GPS,0.000000,0.000000,Non-GPS,None - Digitized,,,,,,0,0,,0,0.000000,0.000000,0.000000,0.000000,0.000000,35.80512,-82.94953,Approximate Location,95308,Official A.T. Shelter,-82.94953,35.80512,SH192,Carolina Mountain Club,,MADISON,North Carolina,3973.096,Yes,01/12/2015
Avery Col,Log/Lumber,20.000000,15.000000,12.000000,0,1953,Asphalt_shingle,0,No,Unknown,shelter locked - only for use by caretaker?,5.600000,4.000000,Differential,Unknown,06/10/07,3:39:20pm,New,Shelter,R061012A_edited.cor,47,47,ATversion12,1431,70773.000000,1164.123000,1.100000,0.700000,11.704658,45.147235,-70.282628,2007 Trail Assessment; adjusted based on 2013 data,0,Other Shelter,-70.28263,45.14723,SH194,Maine Appalachian Trail Club,"DEAD RIVER, TOWN OF",SOMERSET,Maine,3801.754,No,01/12/2015
Rod Hollow,Log/Lumber,17.000000,15.000000,12.000000,141,0,Corregated_steel,0,No,Water Source and Toilet,,5.700000,3.200000,Differential,Unknown,6/8/2007,12:21:46pm,New,Shelter,R060813A_edited.cor,32,32,ATversion11d,1430,494519.000000,277.293000,1.300000,1.000000,3.519876,39.047596674,-77.944371288,2007 Trail Assessment; adjusted based on aerial imagery,95262,Official A.T. Shelter,-77.94437,39.04760,SH195,Potomac Appalachian Trail Club,,CLARKE,Virginia,900.057,Yes,01/12/2015
Morgan Stewart,Log/Lumber,14.000000,10.000000,8.500000,117,1984,Asphalt_shingle,0,No,Water Source and Toilet,,5.700000,3.100000,Differential,Unknown,6/13/2007,10:43:36am,New,Shelter,R061309A_edited.cor,31,31,ATversion11d,1431,315830.000000,408.361000,1.300000,0.700000,3.531640,41.564538545,-73.692166478,2007 Trail Assessment,95200,Official A.T. Shelter,-73.69217,41.56454,SH196,New York-New Jersey Trail Conference,"BEEKMAN, TOWN OF",DUTCHESS,New York,1288.038,Yes,01/12/2015
Telephone Pioneers,Log/Lumber,16.000000,10.500000,10.000000,135,0,Asphalt_shingle,0,No,Water Source and Toilet,,6.000000,3.500000,Differential,Unknown,6/14/2007,10:57:35am,New,Shelter,R061408B_edited.cor,31,31,ATversion11d,1431,403068.000000,285.105000,1.100000,0.600000,2.558234,41.603841184,-73.619268451,2007 Trail Assessment,95199,Official A.T. Shelter,-73.61927,41.60384,SH197,New York-New Jersey Trail Conference,"PAWLING, TOWN OF",DUTCHESS,New York,898.642,Yes,01/12/2015
Allentown,Log,14.000000,7.750000,9.000000,91,1997,5V_steel,1997,Unknown,Water Source and Toilet,Roof is aluminum,4.500000,2.200000,Differential,Unknown,8/11/2007,01:05:50pm,New,Shelter,R081109A_edited.cor,44,44,ATversion11d,1439,583564.000000,452.870000,0.800000,0.500000,1.760371,40.683047202,-75.874222067,2007 Trail Assessment,95204,Official A.T. Shelter,-75.87422,40.68305,SH198,Allentown Hiking Club,LYNN TWP,LEHIGH,Pennsylvania,1483.429,Yes,01/12/2015
PA 501,Other,30.500000,21.500000,11.000000,630,0,Other,0,Unknown,Water Source and Toilet,"Stick w/ vert siding (board & batten?), tin? roof?",6.800000,4.500000,Uncorrected,Unknown,8/25/2007,12:56:26pm,New,Shelter,R082512A_edited.cor,30,29,ATversion11d,1441,583000.000000,452.468000,0.900000,0.800000,12.124773,40.513165416,-76.346835095,2007 Trail Assessment,95362,Official A.T. Shelter,-76.34684,40.51317,SH199,Blue Mountain Eagle Climbing Club,PINE GROVE TWP,SCHUYLKILL,Pennsylvania,1454.499,Yes,01/12/2015
Happy Hill,Stone/Log,10.000000,10.000000,15.000000,100,1998,Corregated_steel,0,Unknown,Unknown,"built 1997-98, fire pit",6.400000,3.800000,Differential,Unknown,11/18/2007,02:22:32pm,New,Shelter,R111808A_edited.cor,30,30,ATversion12,1454,66165.000000,419.476000,2.200000,1.300000,6.625794,43.724071957,-72.365666580,2007 Trail Assessment,95287,Official A.T. Shelter,-72.36567,43.72407,SH200,Green Mountain Club,"NORWICH, TOWN OF",WINDSOR,Vermont,1356.739,Yes,01/12/2015
Bromley,Post_&_Beam,21.000000,15.000000,14.000000,112,2003,Corregated_steel,2003,Yes,Unknown,Includes shed roof over table and benches,4.700000,3.100000,Differential,Unknown,6/1/2007,03:05:17pm,New,Shelter,R060113A_edited.cor,75,75,ATversion12,1429,500731.000000,790.136000,1.400000,1.100000,10.804380,43.222413201,-72.950995711,2007 Trail Assessment,95341,Official A.T. Shelter,-72.95100,43.22241,SH201,Green Mountain Club,"PERU, TOWN OF",BENNINGTON,Vermont,2589.098,Yes,01/12/2015
Peru Peak,Log/Lumber,15.000000,20.000000,9.000000,120,2011,Standing_seam,0,Yes,Unknown,renovated in 2011,6.300000,3.200000,Differential,Unknown,7/3/2007,01:56:05pm,New,Shelter,R070311A_edited.cor,30,30,ATversion12,1434,237378.000000,801.802000,1.700000,0.900000,6.814447,43.301214488,-72.952821667,2007 Trail Assessment,95310,Official A.T. Shelter,-72.95282,43.30121,SH202,Green Mountain Club,"PERU, TOWN OF",BENNINGTON,Vermont,2595.144,Yes,01/12/2015
Stewart Hollow Brook Lean-to,Log/Lumber,12.000000,15.000000,10.000000,96,1987,Corregated_steel,0,No,Unknown,,7.300000,3.900000,Differential,Unknown,7/19/2007,10:56:10am,New,Shelter,R071909A_edited.cor,29,29,ATversion12,1436,399384.000000,133.085000,3.300000,2.200000,2.268566,41.779290646,-73.418983542,2007 Trail Assessment,95248,Official A.T. Shelter,-73.41898,41.77929,SH203,AMC - Connecticut Chapter,"KENT, TOWN OF",LITCHFIELD,Connecticut,419.872,Yes,01/12/2015
William B. Douglas,Log/Lumber,20.000000,15.000000,10.000000,50,1956,Corregated_steel,2005,Yes,Water Source and Toilet,dirt floor; 2 sleeping decks,9.000000,3.600000,Differential,Unknown,7/24/2007,09:22:22am,New,Shelter,R072408A_edited.cor,31,31,ATversion12,1437,220956.000000,680.668000,2.300000,1.000000,1.331762,43.144572954,-72.991389917,2007 Trail Assessment,95315,Official A.T. Shelter,-72.99139,43.14457,SH204,Green Mountain Club,"WINHALL, TOWN OF",BENNINGTON,Vermont,2211.593,Yes,01/12/2015
Stratton Pond,Post_&_Beam,25.000000,15.000000,20.000000,300,1999,Corregated_steel,0,Yes,Unknown,,7.000000,5.800000,Differential,Unknown,7/24/2007,01:23:09pm,New,Shelter,R072412A_edited.cor,30,30,ATversion12,1437,235402.000000,817.165000,1.300000,1.100000,2.712393,43.100531464,-72.964508515,2007 Trail Assessment,95342,Official A.T. Shelter,-72.96451,43.10053,SH205,Green Mountain Club,"STRATTON, TOWN OF",WINDHAM,Vermont,2683.656,Yes,01/12/2015
Tom Leonard Lean-to,Timber_Frame,12.000000,15.000000,15.000000,180,1988,Corregated_fiberglas,0,No,Water Source and Toilet,,4.600000,2.400000,Differential,Unknown,7/26/2007,11:42:44am,New,Shelter,R072608A_edited.cor,32,32,ATversion12,1437,402177.000000,478.503000,1.900000,1.000000,1.273064,42.164845070,-73.306252563,2007 Trail Assessment,95352,Official A.T. Shelter,-73.30625,42.16485,SH206,AMC - Berkshire Chapter,"GREAT BARRINGTON, TOWN OF",BERKSHIRE,Massachusetts,1536.274,Yes,01/12/2015
Leeman Brook Lean-to,Log,14.000000,10.000000,7.000000,77,0,Corregated_steel,0,Unknown,Unknown,,4.300000,2.600000,Differential,GPS Pathfinder Pocket,10/26/2007,04:42:31pm,New,Shelter,R102616A_edited.cor,39,39,ATversion12,1450,506564.000000,334.230000,6.600000,4.600000,16.510985,45.351632488,-69.499220284,2007 Trail Assessment; adjusted based on 2013 data,95258,Official A.T. Shelter,-69.49922,45.35163,SH207,Maine Appalachian Trail Club,"ELLIOTTSVILLE, TOWN OF",PISCATAQUIS,Maine,1068.872,Yes,01/12/2015
